#,song_id,echonest_id,date,title,artist,rank,exrank,peak,weeksOn,writer,producer,promotion,tempo,key,loudness,duration,energy,danceability,mode,year
32801,21776,SOBWKUF12A58A76FDC,6/15/1963,Surf City,Jan & Dean,68,0,1,13,,,n/a,148.851,8,-10.635,148.16608,0.792103794,0.49125889,1,1963
36453,66802,SOBWMZB12A8C1411AC,10/16/1976,Tonight's The Night (Gonna Be Alright),Rod Stewart,42,0,1,23,,,,90.699,4,-11.873,237.24363,0.494023112,0.627474096,1,1976
39308,19564,SOBXBLE12AAF3B4CB6,8/8/1964,Where Did Our Love Go,The Supremes,3,0,1,14,,,n/a,133.665,0,-9.64,150.02077,0.450148804,0.532070581,1,1964
18709,21678,SOBXLTK12AB0185C48,6/1/1963,It's My Party,Lesley Gore,1,0,1,13,,,n/a,128.322,6,-8.011,142.28853,0.803470048,0.640905115,0,1963
19547,74242,SOBXUSO12AF729F858,9/1/1973,Keep On Truckin' (Part 1),Eddie Kendricks,60,0,1,19,,,,97.708,10,-8.81,214.72608,0.855860658,0.501868575,0,1973
35590,116078,SOBYANK12A58A7B7F7,4/26/1986,There ll Be Sad Songs (To Make You Cry),Billy Ocean,47,61,1,21,"W.Brathwaite,B.J.Eastmond,B.Ocean","B.J.Eastmond,W.Brathwaite",Arista,80.04,0,-11.534,291.97016,0.388441597,0.529191393,1,1986
40228,88697,SOBYKUC12A8C141FB0,10/25/2008,Womanizer,Britney Spears,1,96,1,2,"N.Briscoe,R.Akinyemi","K.Briscoe,The Outsyders",Jive,133.011,6,-4.659,229.56363,0.773529802,0.566046594,0,2008
26773,5489,SOBYXAH12AB01884D9,7/20/1968,People Got To Be Free,The Rascals,64,0,1,14,,,n/a,126.288,10,-11.332,181.28934,0.739630523,0.635833492,1,1968
39942,14882,SOCAPQR12AB0183117,10/29/1966,Winchester Cathedral,The New Vaudeville Band,66,0,1,15,,,n/a,125.275,0,-6.077,145.76281,0.532045549,0.831200798,1,1966
32740,14257,SOCBAFR12A8C136B91,7/30/1966,Sunshine Superman,Donovan,90,0,1,13,,,n/a,88.232,1,-9.433,273.03138,0.54546514,0.627706876,1,1966
38114,81788,SOCBSTN12AB01869A9,7/11/1970,War,Edwin Starr,72,0,1,15,,,,109.45,8,-9.764,202.68363,0.691468134,0.544423093,0,1970
3842,54398,SOCCAOP12AF729CB6D,1/13/1990,Black Velvet,Alannah Myles,80,86,1,24,"C.Ward,D.Tyson",D.Tyson,Atlantic,91.101,8,-13.091,287.52934,0.459260586,0.758999094,1,1990
23968,16173,SOCCIRE12A6D4F7AD1,4/17/1965,Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits,12,0,1,11,,,n/a,149.174,0,-10.035,167.78404,0.535648465,0.590291379,1,1965
23975,4889,SOCCTEV12A58A78522,4/27/1968,Mrs. Robinson,Simon & Garfunkel,58,0,1,13,,,n/a,183.578,6,-13.189,243.3824,0.622459986,0.503041738,0,1968
24521,3669,SOCCULS12C106D01E2,11/8/1969,Na Na Hey Hey Kiss Him Goodbye,Steam,22,0,1,16,,,n/a,115.671,1,-18.061,244.76689,0.881559405,0.685913584,1,1969
29033,28358,SOCDAVG12A6D4F84EC,1/4/1960,Running Bear,Johnny Preston,4,0,1,27,,,n/a,119.325,8,-12.891,157.04771,0.53652203,0.659683678,1,1960
28419,58398,SOCDINR12A8C142263,7/28/1979,Rise,Herb Alpert,83,0,1,25,,,,99.304,10,-8.275,457.27302,0.745162773,0.814613503,1,1979
19702,42841,SOCDJNO12C106D1F6A,8/5/1995,"Kiss From A Rose (From ""Batman Forever"")",Seal,4,5,1,36,Seal,T.Horn,Warner Bros.,134.359,1,-19.395,280.81587,0.347446944,0.569657789,1,1995
19689,65615,SOCDWVK12A58A7AE5F,5/1/1976,Kiss And Say Goodbye,The Manhattans,77,0,1,26,,,,129.073,10,-11.211,266.81424,0.538997394,0.622997863,1,1976
7074,70063,SOCDXWA12AB0181837,1/19/1974,Dark Lady,Cher,82,0,1,16,,,,146.515,8,-14.694,206.99383,0.492825011,0.487238965,1,1974
25625,75879,SOCELGU12C561C4280,4/8/1972,Oh Girl,The Chi-Lites,80,0,1,15,,,,134.638,10,-20.077,212.06159,0.345792093,0.39806404,1,1972
35809,5047,SOCFYDV12A8C1406E2,5/18/1968,This Guy's In Love With You,Herb Alpert,72,0,1,14,,,n/a,84.185,1,-10.703,239.51628,0.315005314,0.564512868,1,1968
16170,54218,SOCHNVS12AB0183474,12/21/1991,I m Too Sexy,Right Said Fred,67,0,1,35,"F.Fairbrass,R.Fairbrass,R.Manzoli",Tommy D,Charisma,122.032,6,-5.41,170.47465,0.80926883,0.73862473,0,1991
26804,67821,SOCHVNG12AF729EC40,3/8/1975,Philadelphia Freedom,Elton John,53,0,1,21,,,,125.742,8,-5.853,322.21995,0.526917887,0.715710268,1,1975
3259,56346,SOCHWNB12AC4687E9C,10/13/1990,Because I Love You (The Postman Song),Stevie B,61,80,1,23,W.Brooks,Stevie B,RCA,128.378,1,-11.836,300.09424,0.181853098,0.52069813,1,1990
30882,116260,SOCIJZO12B0B808554,5/24/1986,Sledgehammer,Peter Gabriel,51,76,1,21,P.Gabriel,"D.Lanois,P.Gabriel",Warner Bros.,96.284,1,-10.795,295.70567,0.491006809,0.555233783,1,1986
6104,106413,SOCJCVW12A8AE47537,8/12/2000,Come On Over Baby (All I Want Is You),Christina Aguilera,47,57,1,11,"J.Aberg,P.Rein,S.Peiken,R.Fair,C.Blackmon,R.Cham,E.Dawkins,C.Aguilera,G.Roche","Celebrity Status,R.Fair",RCA,118.89,10,-5.8,189.90975,0.658433209,0.843266072,0,2000
27661,3712,SOCJJZZ12A6D4F9343,11/8/1969,Raindrops Keep Fallin' On My Head,B.J. Thomas,80,0,1,22,,,n/a,103.075,5,-19.07,182.7522,0.428120569,0.496553666,1,1969
36576,61786,SOCJXCV12A8AE49C1B,11/18/1978,Too Much Heaven,Bee Gees,35,0,1,21,,,,166.334,6,-5.716,294.63465,0.467343615,0.477620895,1,1978
28603,71072,SOCJYXH12A6D223C21,6/8/1974,Rock Your Baby,George McCrae,62,0,1,17,,,,104.091,1,-13.873,199.33995,0.732346849,0.651023564,1,1974
40497,17418,SOCKBTE12B20E5E4E3,10/9/1965,Yesterday,The Beatles,1,0,1,11,,,n/a,94.162,5,-16.925,124.86485,0.080344018,0.280181588,1,1965
8729,129642,SOCKEVC12AF72A2ACE,11/13/1982,Down Under,Men At Work,69,0,1,25,,,,214.743,11,-5.375,220.94322,0.599292119,0.528077346,0,1982
23887,28408,SOCKVQZ12A8C13B7D9,1/11/1960,Mr. Blue,The Fleetwoods,73,0,1,20,,,n/a,100.585,4,-18.029,145.26649,0.138891147,0.49253068,1,1960
2305,479,SOCKXHR12B35058D6C,3/8/1969,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,89,0,1,17,,,n/a,128.66,0,-9.269,479.76444,0.703838668,0.466353645,1,1969
32866,3273,SOCKYBP12A8AE48678,9/13/1969,Suspicious Minds,Elvis Presley,77,0,1,15,,,n/a,116.233,7,-7.237,272.14322,0.355220539,0.505971555,1,1969
3568,72290,SOCLNFL12AB0187EE0,11/30/1974,Best Of My Love,Eagles,83,0,1,19,,,,90.935,0,-6.013,306.80771,0.346406379,0.70002137,1,1974
22891,126313,SOCLZMV12AF72A734F,6/4/1983,Maniac,Michael Sembello,89,0,1,22,,,1,158.072,6,-8.979,338.20689,0.54422323,0.688187063,1,1983
39313,110605,SOCMJQF12AF72A566A,3/19/1988,Where Do Broken Hearts Go,Whitney Houston,19,28,1,18,Not Listed,Not Listed,Arista,123.862,2,-8.226,275.35628,0.349780171,0.5192255,1,1988
26509,116556,SOCMPJU12B0B807687,7/5/1986,Papa Don t Preach,Madonna,35,42,1,18,"B.Elliot,Madonna","Madonna,S.Bray",Warner Bros.,121.892,5,-3.459,268.93016,0.710739263,0.804616653,0,1986
22331,74961,SOCMPZU12A6D4F65EA,12/8/1973,Love's Theme,Love Unlimited Orchestra,79,0,1,22,,,,77.606,2,-10.189,248.39791,0.607639433,0.541242232,1,1973
21938,69445,SOCNMQP12A8C142CFA,10/25/1975,Love Machine (Part 1),The Miracles,90,0,1,28,,,,143.644,7,-7.523,179.85261,0.913550843,0.726912832,0,1975
4174,84839,SOCOGQN12AB0181C84,5/2/2009,Boom Boom Pow,The Black Eyed Peas,1,1,1,6,"W.Adams,A.Pineda,S.Ferguson,J.Gomez",will.i.am,will.i.am,129.986,2,-6.325,219.08853,0.62373056,0.911401375,1,2009
17744,31941,SOCPOMT12AB017F689,5/15/1999,If You Had My Love,Jennifer Lopez,81,0,1,25,"R.Jerkins,L.Daniels,C.Rooney,F.Jerkins III",R.Jerkins,550-Work,126.993,4,-7.696,234.26567,0.707941686,0.658314349,0,1999
5720,14530,SOCQCLJ12AF729DB24,9/10/1966,Cherish,The Association,14,0,1,14,,,n/a,110.703,5,-14.767,201.01179,0.429320858,0.541656531,1,1966
41078,66854,SOCQHBT12AF72A488D,10/23/1976,You Make Me Feel Like Dancing,Leo Sayer,68,0,1,21,,,,196.375,9,-8.776,203.4673,0.792702092,0.517319274,1,1976
13338,114555,SOCRBMG12AF72A0DD4,9/26/1987,Heaven Is A Place On Earth,Belinda Carlisle,72,0,1,21,"R.Nowels,E.Shipley",R.Nowels,MCA,122.882,4,-9.788,247.37914,0.722157204,0.612699713,1,1987
4362,83559,SOCSCVK12AB0185435,3/20/2010,Break Your Heart,Taio Cruz Featuring Ludacris,1,53,1,2,"T.Cruz,F.T.Smith,C.Bridges","T.Cruz,F.T.Smith",Mercury,97.703,7,-4.548,202.10893,0.706154894,0.342149912,0,2010
29929,60342,SOCSGPP12B55270274,4/29/1978,Shadow Dancing,Andy Gibb,22,0,1,25,,,,102.243,7,-19.653,273.21424,0.65495935,0.742951436,0,1978
31676,62534,SOCSWOV12AF72A30AC,2/26/1977,Southern Nights,Glen Campbell,65,0,1,21,,,,172.38,1,-9.886,224.33914,0.781306444,0.339370993,0,1977
3633,27743,SOCTANM12AB018481D,10/9/1961,Big Bad John,Jimmy Dean,17,0,1,16,,,n/a,95.477,5,-16.609,178.72934,0.354571843,0.536886693,0,1961
23478,123778,SOCTNUU12AF72A1065,6/23/1984,Missing You,John Waite,89,0,1,24,"J.Waite,C.Sandford,M.Leonard","J.Waite,D.Thoener,G.Gersh",EMI,104.365,6,-9.958,269.84444,0.452515426,0.753765812,0,1984
18377,127020,SOCTOQE12AF72A03D6,9/10/1983,Islands In The Stream,"Kenny Rogers,Dolly Parton",34,0,1,25,,,1,101.987,1,-6.007,250.01751,0.487541213,0.76968699,1,1983
37359,40856,SOCUXGA12AB018AC6E,10/26/1996,Un-Break My Heart,Toni Braxton,22,0,1,42,D.Warren,D.Foster,Arista,122.655,0,-4.187,508.21179,0.841075701,0.752951398,1,1996
23931,20143,SOCVVCR12A8C13EA30,10/31/1964,Mr. Lonely,Bobby Vinton,70,0,1,15,,,n/a,166.104,4,-14.622,159.7122,0.208803964,0.203480748,1,1964
37363,52426,SOCXXLO12AF72A15CC,4/13/1991,Unbelievable,EMF,87,0,1,23,"J.Atkin,I.Dench,Z.Foley,M.Decloedt,D.Brownson",Not Listed,EMI,104.041,6,-9.765,211.06893,0.649995856,0.659338131,1,1991
31928,30342,SOCYBSY12AF72A9CD6,10/10/1960,Stay,Maurice Williams & The Zodiacs,40,0,1,18,,,n/a,120.004,7,-9.631,98.69016,0.590567992,0.544655514,0,1960
40203,131938,SOCYJWH12AF729F73C,10/4/1980,Woman In Love,Barbra Streisand,7,0,1,24,,,,84.927,3,-9.869,231.67955,0.280856331,0.594571488,0,1980
37718,55499,SOCYKJW12A8C13327B,6/16/1990,Vision Of Love,Mariah Carey,38,51,1,22,"M.Carey,B.Margulies","R.Lawrence,N.M.Walden",Columbia,102.939,5,-11.031,212.03546,0.456255691,0.534244949,1,1990
25419,54915,SOCZLLS12A8AE46D30,3/31/1990,Nothing Compares 2 U,Sinead O Connor,16,33,1,21,*Prince Symbol*,S.O Connor,EMI,119.925,5,-17.078,310.7522,0.360972092,0.478872848,1,1990
12353,4142,SOCZMXR12A8AE47611,1/13/1968,Green Tambourine,The Lemon Pipers,9,0,1,13,,,n/a,110.086,7,-10.051,143.43791,0.393834717,0.516855538,1,1968
28390,57880,SODADKP12AB017A4E6,5/19/1979,Ring My Bell,Anita Ward,73,0,1,21,,,,125.701,10,-8.256,194.32444,0.713994789,0.901267769,0,1979
33319,119312,SODAOPM12A8C1447AE,7/27/1985,Take On Me,A-Ha,79,86,1,27,"P.Waaktaar,Mags,N.Harket",A.Tarney,Warner Bros.,168.442,7,-7.988,227.00363,0.749836554,0.554986058,1,1985
10954,130605,SODAQHU12AB0186F55,3/29/1980,Funkytown,"Lipps, Inc.",89,0,1,23,,,,120.979,0,-10.93,273.78893,0.419644006,0.952838049,1,1980
37981,20737,SODAYTV12AB017BBC7,1/26/1963,Walk Right In,The Rooftop Singers,1,0,1,13,,,n/a,129.676,1,-14.146,158.06649,0.559344169,0.702356614,1,1963
29222,115244,SODBEYV12A58A78C28,1/4/1986,Sara,Starship,60,65,1,20,"I.Wolf,P.Wolf","P.Wolf,J.Smith",RCA,99.539,10,-8.328,263.1571,0.646917567,0.625375087,1,1986
25357,83975,SODBFUL12AF72A4BA5,10/2/2010,Not Afraid,Eminem,14,15,1,20,"M.Mathers,L.E.Resto,M.Samuels,J.Evans,M.Burnette",Boi-1da,Web/Shady/Aftermath,114.593,0,-1.648,251.53261,0.806282696,0.81293625,0,2010
15428,16823,SODCKSI12AB018DB95,7/17/1965,I Got You Babe,Sonny & Cher,73,0,1,14,,,n/a,110.47,6,-9.5,190.45832,0.602920559,0.562666275,1,1965
12091,58167,SODCPBL12AB0184B71,6/30/1979,Good Times,Chic,50,0,1,19,,,,110.625,11,-8.199,218.40934,0.885553814,0.873996913,0,1979
36023,50461,SODCTDG12A6701F412,7/4/1992,This Used To Be My Playground,Madonna,35,0,1,20,"Madonna,S.Pettibone","Madonna,S.Pettibone",Warner Bros.,76.012,7,-12.25,310.33424,0.159892248,0.526717686,0,1992
12934,67880,SODDHAI12A8AE453CA,3/15/1975,He Don't Love You (Like I Love You),Tony Orlando,55,0,1,14,,,,119.382,9,-12.796,220.02893,0.594255849,0.647303254,1,1975
29557,115058,SODDPOP12AB0189A61,12/5/1987,Seasons Change,Expose,39,57,1,20,L.A.Martinee,L.A.Martinee,Arista,87.148,9,-8.985,293.3024,0.477807762,0.639573121,0,1987
28085,68528,SODDUYS12A8C14255B,6/14/1975,Rhinestone Cowboy,Glen Campbell,53,0,1,23,,,,115.244,0,-5.864,195.57832,0.393176442,0.6743718,1,1975
28727,111184,SODDWDG12A58A7A152,6/11/1988,Roll With It,Steve Winwood,53,0,1,18,"S.Winwood,W.Jennings","S.Winwood,T.Lord-Alge",Virgin,103.178,2,-7.295,150.282,0.51631545,0.514002002,1,1988
39807,14123,SODDXKK12A6701F09D,7/9/1966,Wild Thing,The Troggs,6,0,1,11,,,n/a,100.999,11,-11.616,158.61506,0.809268827,0.697200818,0,1966
18857,128898,SODEFFB12A8C141410,7/31/1982,Jack & Diane,John Cougar Mellencamp,47,0,1,22,,,,69.283,9,-14.37,255.99955,0.601965761,0.714982198,1,1982
28620,66365,SODEXAU12AF729E67D,8/14/1976,Rock'n Me,Steve Miller Band,85,0,1,18,,,,121.584,4,-11.675,187.29751,0.574330271,0.721449757,1,1976
7249,22396,SODEYQB12AB0180BF5,9/14/1963,Deep Purple,Nino Tempo & April Stevens,94,0,1,15,,,n/a,130.522,5,-12.5,166.16444,0.397410873,0.482517427,1,1963
11422,123757,SODFDCP12AF72A7395,6/16/1984,Ghostbusters,Ray Parker Jr.,68,0,1,21,"R.Parker,Jr.","R.Parker,Jr.",Arista,115.577,4,-8.144,296.80281,0.640460098,0.767705584,1,1984
13490,45843,SODFQLJ12AB017D923,9/24/1994,"Here Comes The Hotstepper (From ""Ready To Wear"")",Ini Kamoze,77,97,1,30,"I.Kamoze,S.Gibbs,Kenner,Domino,A.Konley,K.Nix",S.Remi,Columbia,98.506,11,-7.123,248.68526,0.773176988,0.846594469,1,1994
12414,7487,SODGCJR12AF72A0579,4/22/1967,Groovin',The Rascals,79,0,1,13,,,n/a,108.543,10,-17.653,150.7522,0.395752264,0.561259929,0,1967
12599,108865,SODHBPX12A8C1348A1,7/22/1989,Hangin Tough,New Kids On The Block,38,71,1,17,M.Starr,M.Starr,Columbia,181.493,6,-11.414,256.62649,0.738643664,0.693951326,1,1989
34296,7485,SODHQES12A6D4F9121,4/22/1967,The Happening,The Supremes,11,0,1,11,,,n/a,128.327,2,-9.712,156.21179,0.5374942,0.657807834,1,1967
2650,19949,SODHUTN12AF72A41EB,10/3/1964,Baby Love,The Supremes,51,0,1,13,,,n/a,136.073,7,-7.731,155.95057,0.513350952,0.536575006,1,1964
126,113281,SODIMVD12A6D4F8877,3/28/1987,(I Just) Died In Your Arms,Cutting Crew,34,37,1,19,N.Eede,"J.Jansen,T.Brown,Cutting Crew",Virgin,124.939,11,-11.214,280.47628,0.597459123,0.630608835,0,1987
5577,29265,SODIRRY12AF72A09CD,5/9/1960,Cathy's Clown,The Everly Brothers,3,0,1,17,,,n/a,122.889,7,-5.042,157.59628,0.575910404,0.529417754,1,1960
15877,107844,SODIUED12A6701C446,3/4/1989,I ll Be There For You,Bon Jovi,82,0,1,22,"J.Bon Jovi,R.Sambora",B.Fairbairn,PolyGram,78.029,0,-7.636,261.92934,0.337186462,0.625182081,1,1989
193,132188,SODJALH12B0B8079CB,11/8/1980,(Just Like) Starting Over,John Lennon,32,0,1,22,,,,148.683,9,-9.064,237.60934,0.637448878,0.582996639,1,1980
7899,106133,SODJJIH12A6D4F793E,7/1/2000,Doesn't Really Matter,Janet,43,52,1,24,"J.Jackson,J.Harris III,T.Lewis","J.Jam,T.Lewis,J.Jackson",IDJMG,99.293,8,-3.084,264.93342,0.665739797,0.766054384,1,2000
17489,56073,SODJVTF12A8AE46DFD,9/8/1990,Ice Ice Baby,Vanilla Ice,72,0,1,21,"Vanilla Ice,Earthquake,D.Bowie,B.May,F.Mercury,R.Taylor,J.Deacon",Vanilla Ice,EMI,115.72,0,-15.565,271.17669,0.578144212,0.956197146,1,1990
32461,22432,SODKBCL12AC4688943,9/21/1963,Sugar Shack,The Fireballs,65,0,1,15,,,n/a,169.535,10,-13.708,120.47628,0.87208597,0.61302892,0,1963
39013,123652,SODLFPV12AC3DF51A9,6/2/1984,When Doves Cry,Prince And The Revolution,57,0,1,21,*Prince Symbol*,*Prince Symbol*,Warner Bros.,126.451,7,-5.959,351.97342,0.947291867,0.814288854,1,1984
6130,20256,SODLXUC12A6701DD8C,11/14/1964,Come See About Me,The Supremes,66,0,1,14,,,n/a,126.938,7,-9.206,160.67873,0.591080122,0.727324596,1,1964
7730,59069,SODMGDP12A58A7EB89,11/3/1979,Do That To Me One More Time,Captain & Tennille,55,0,1,27,,,,90.023,7,-12.221,252.49914,0.221629367,0.71092532,1,1979
14911,71877,SODMMCI12AB0187F33,9/28/1974,I Can Help,Billy Swan,90,0,1,18,,,,123.472,9,-14.628,179.87873,0.722312001,0.589740957,0,1974
36730,87420,SODOLRB12A8AE47628,4/26/2008,Touch My Body,Mariah Carey,5,1,1,9,"M.Carey,C.A.Stewart,T.Nash,C.Johnson","C.Stewart,T.Nash,M.Carey",Island,156.957,4,-8.218,207.01995,0.555466217,0.662883847,0,2008
26032,68476,SODOTFR12A8AE482FB,6/7/1975,One Of These Nights,Eagles,53,0,1,17,,,,109.799,7,-15.639,291.91791,0.395532918,0.619547515,1,1975
38099,78530,SODOUYN12AB01811AE,4/10/1971,Want Ads,The Honey Cone,79,0,1,16,,,,94.269,8,-10.347,169.32526,0.749576456,0.757033733,1,1971
13199,32868,SODPPGH12AB017C2A4,9/25/1999,Heartbreaker,Mariah Carey Featuring Jay-Z,23,23,1,20,"M.Carey,S.Carter,S.Elliston,L.Chase,N.M.Walden,J.Cohen","M.Carey,Clue",Columbia,100.144,0,-6.609,287.79057,0.735944659,0.624219632,0,1999
30370,67674,SODPUOQ12AB018E55F,2/15/1975,Shining Star,"Earth, Wind & Fire",86,0,1,20,,,,113.181,2,-8.561,334.07955,0.883587314,0.517312267,1,1975
13073,113342,SODQADN12AF72A60FA,4/11/1987,Head To Toe,Lisa Lisa ,83,0,1,20,Full Force,Full Force,Columbia,113.816,2,-7.972,302.07955,0.773098783,0.820739208,1,1987
22031,69685,SODQHGF12A6D4FA049,11/22/1975,Love Rollercoaster,Ohio Players,34,0,1,16,,,,116.138,7,-6.408,172.38159,0.874481376,0.658394265,1,1975
28067,57443,SODQRBX12A6701E2E4,3/17/1979,Reunited,Peaches & Herb,76,0,1,23,,,,75.353,5,-14.433,348.89098,0.308451832,0.624066605,0,1979
15008,127392,SODRAFO12AB0185598,1/2/1982,I Can't Go For That (No Can Do),Daryl Hall & John Oates,4,0,1,21,,,,110.645,5,-5.879,308.24444,0.568725312,0.87391328,0,1982
2542,108295,SODSWWE12A8C141EDC,5/6/1989,Baby Don t Forget My Number,Milli Vanilli,49,62,1,21,"Farian,Dalton,Nail,Reuter",F.Farian,Arista,100.31,9,-12.487,249.65179,0.649273999,0.867055989,1,1989
40034,110221,SODTFCL12AF72AA575,1/23/1988,Wishing Well,Terence Trent D Arby,74,79,1,25,"T.T.D Arby,S.Oliver","M.Ware,T.T.D Arby",Columbia,104.934,3,-6.592,213.49832,0.67380868,0.853930977,1,1988
15541,6499,SODTIBV12A8C134275,12/7/1968,I Heard It Through The Grapevine,Marvin Gaye,4,0,1,15,,,n/a,118.419,3,-4.966,189.80526,0.381026856,0.67957033,0,1968
20616,123242,SODTTXW12AB018BE91,4/7/1984,Let s Hear It For The Boy,Deniece Williams,56,0,1,0,,,,122.669,7,-5.56,257.82812,0.540534555,0.752105476,1,1984
17190,16705,SODUBPI12A58A7A63A,7/3/1965,"I'm Henry VIII, I Am",Herman's Hermits,42,0,1,10,,,n/a,201.819,9,-9.154,104.07138,0.832578191,0.440355052,1,1965
12473,79688,SODUKSL12AF72A85EE,9/18/1971,"Gypsys, Tramps & Thieves",Cher,88,0,1,16,,,,170.667,0,-6.523,157.67465,0.639693196,0.502437401,1,1971
41134,60870,SODUSKZ12AB0185913,7/15/1978,You Needed Me,Anne Murray,88,0,1,26,,,,120.474,4,-14.185,219.14077,0.17033107,0.458525563,1,1978
31908,63714,SODUVFY12AB0186DF6,8/13/1977,Star Wars Theme/Cantina Band,Meco,51,0,1,20,,,,124.197,0,-13.004,455.31383,0.717469114,0.696015142,1,1977
3804,76805,SODXMJU12A58A78233,8/19/1972,Black & White,Three Dog Night,47,0,1,11,,,,109.341,11,-11.954,206.23628,0.527716995,0.704859693,1,1972
24653,114835,SODYIGF12AF72A7374,10/31/1987,Need You Tonight,INXS,71,93,1,25,"A.Farriss,M.Hutchence",C.Thomas,Atlantic,109.015,10,-5.548,231.94077,0.700908452,0.865427374,0,1987
22283,57793,SODZKXQ12A58A7A44C,5/5/1979,Love You Inside Out,Bee Gees,17,0,1,19,,,,95.292,2,-6.155,250.64444,0.557669174,0.688646011,1,1979
33681,80435,SOEAIPO12C106D1947,1/3/1970,Thank You (Falettinme Be Mice Elf Agin),Sly & The Family Stone,59,0,1,13,,,,105.578,9,-20.95,288.93995,0.920014791,0.837849131,1,1970
7626,65085,SOEAMMS12AF729D1BB,2/14/1976,Disco Lady,Johnnie Taylor,65,0,1,19,,,,208.192,2,-11.448,263.02649,0.691222852,0.469334997,1,1976
355,71283,SOEBRAC12AF729D75B,7/6/1974,(You're) Having My Baby,Paul Anka,82,0,1,15,,,,150.384,0,-12.858,152.68526,0.514761068,0.495389491,1,1974
14096,115973,SOEBYCZ12AAA15EFAD,4/12/1986,Holding Back The Years,Simply Red,77,88,1,23,"Hucknall,Moss",S.Levine,EEG,87.155,1,-9.102,251.97669,0.431222845,0.714961837,1,1986
33457,83985,SOECPZB12C106D1738,10/2/2010,Teenage Dream,Katy Perry,4,1,1,9,"K.Perry,L.Gottwald,Max Martin,B.Levin,B.McKee","Dr. Luke,B.Blanco,Max Martin",Capitol,120.036,0,-18.358,227.86567,0.490664153,0.716527995,1,2010
39892,73163,SOEEKSZ12AB0183B94,3/31/1973,Will It Go Round In Circles,Billy Preston,99,0,1,22,,,,98.621,1,-8.305,268.9824,0.741853814,0.695002965,1,1973
34157,110788,SOEFKIZ12AB017C1C2,4/16/1988,The Flame,Cheap Trick,73,92,1,27,"B.Mitchell,N.Graham",R.Zito,Epic,96.383,4,-9.003,286.53669,0.495467851,0.609760639,1,1988
4545,80649,SOEFYNT12B0B8081CD,2/7/1970,Bridge Over Troubled Water,Simon & Garfunkel,49,0,1,14,,,,168.534,3,-16.622,292.23138,0.326499145,0.019806636,1,1970
2747,111870,SOEGBVG12A8C1325F1,9/17/1988,"Baby, I Love Your Way/Freebird Medley",Will To Power,78,97,1,24,"P.Frampton,A.Collins,R.Van Zandt",B.Rosenberg,Epic,150.779,7,-12.415,247.27465,0.390657351,0.641079723,1,1988
6259,69762,SOEGYPH12AB0188369,12/6/1975,Convoy,C.W. McCall,82,0,1,16,,,,111.588,5,-9.793,228.51873,0.786761834,0.450447369,1,1975
12328,115889,SOEHJBD12AF729EDBF,3/29/1986,Greatest Love Of All,Whitney Houston,54,0,1,18,"M.Masser,L.Creed",M.Masser,Arista,130.95,9,-16.542,291.47383,0.35286755,0.523880772,1,1986
26961,66048,SOEHSBY12AF729CC99,6/26/1976,Play That Funky Music,Wild Cherry,92,0,1,25,,,,109.523,0,-10.758,299.28444,0.807994983,0.814278681,1,1976
40758,14420,SOEHVCM12A670214F6,8/20/1966,You Can't Hurry Love,The Supremes,28,0,1,13,,,n/a,97.301,10,-7.534,167.52281,0.737869615,0.609517933,1,1966
10175,21808,SOEJAIZ12AB0181E29,6/22/1963,Fingertips - Pt 2,Stevie Wonder,85,0,1,15,,,n/a,67.15,5,-7.77,190.27546,0.912369101,0.251901989,1,1963
6992,62144,SOEJWWP12B0B8066FC,1/1/1977,Dancing Queen,Abba,66,0,1,22,,,,100.558,6,-14.088,232.88118,0.735159284,0.454135194,0,1977
10211,72417,SOEKIEP12AB0186D8F,12/14/1974,Fire,Ohio Players,73,0,1,17,,,,105.997,10,-5.499,271.0722,0.792785006,0.660422209,1,1974
9216,53638,SOELCZR12A8C137363,9/28/1991,Emotions,Mariah Carey,4,11,1,20,"Not Listed,M.Carey,R.Clivilles,D.Cole","D.Cole,Not Listed,R.Clivilles,M.Carey",Columbia,116.723,3,-9.086,239.80363,0.822757134,0.625581797,1,1991
21786,87129,SOELHCS12AB0184966,3/15/2008,Love In This Club,Usher Featuring Young Jeezy,1,51,1,3,"U.Raymond,J.Jones,L.Taylor,J.Jenkins",Polow Da Don,LaFace,138.97,0,-6.087,254.92853,0.629442011,0.437212489,1,2008
39088,112528,SOENHNN12A81C235D1,12/17/1988,When I m With You,Sheriff,38,50,1,28,A.D.Lanni,S.Heydon,Capitol,135.45,9,-11.766,238.10567,0.208649529,0.232550543,1,1988
739,65927,SOENJKS12AF72A4F11,6/12/1976,A Fifth Of Beethoven,Walter Murphy,59,0,1,28,,,,125.003,7,-8.121,244.89751,0.626032042,0.865179372,1,1976
15170,35530,SOENYAJ12AB0189918,10/10/1998,I Don t Want To Miss A Thing,Aerosmith,3,2,1,20,D.Warren,M.Serletic,Columbia,121.197,2,-3.454,262.60853,0.473275818,0.269653521,1,1998
13373,122965,SOEOTWZ12A8C1431D7,2/25/1984,Hello,Lionel Richie,75,0,1,0,Not Listed,Not Listed,,133.067,9,-7.973,110.73261,0.400971092,0.281843244,0,1984
